statement,label,domain,source,correction
"In his first meeting with University of Wisconsin System officials, Republican Governor elect Scott Walker told them to prepare for cuts.",1.0,politics,politifact,
A wax figure of Ye was removed from Madame Tussauds museum but a figure of Adolf Hitler remained.,1.0,politics,politifact,
Money raised to help (Beto) O'Rourke get elected is being used to fund migrants. This is clearly breaking campaign finance laws.,1.0,politics,politifact,
"Says Nancy Pelosi said, ""Just because someone is here illegally doesn't mean they broke any of our laws.",1.0,politics,politifact,
"Akira' is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk",1.0,politics,politifact,
"Says Rick Perry and the Republican-controlled Texas Legislature ""managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session,"" reducing their abilities to fight recent wildfires.",1.0,politics,politifact,
"Unleaded gas costs nearly $7 in Lancaster, Calif.",1.0,politics,politifact,
"The push by Assembly Democrats seeking Americans with Disabilities Act accommodations for a lawmaker were timed to make Vos look bad as he became president ""of the nation's largest bipartisan organization called the National Conference of State Legislatures.",1.0,politics,politifact,
"Alexandria Ocasio-Cortez compared Trump to Jesus, calling both ""con artists.",0.0,politics,politifact,
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.",0.0,politics,politifact,
"Says he presented ""a balanced budget.",0.0,politics,politifact,
"To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.",0.0,politics,politifact,
"Says doctors received a letter stating that if they ""say anything bad about the vaccine,"" they are ""at risk of losing their medical license. How messed up is that s---?",1.0,politics,politifact,
Say Socialist candidate Norman Thomas said in 1944 that the Democratic Party had adopted the Socialist platform.,1.0,politics,politifact,
"There are statistics out there that show the number of women who died from illegal abortions prior to Roe v. Wade, that number has skyrocketed since with women dying more with legal abortions.",0.0,politics,politifact,
Malia Obama arrested with a gang of thugs in Chicago.,0.0,politics,politifact,
"Former Attorney General Bill Barr ""says Donald Trump is a spy.",1.0,politics,politifact,
"Says Illinois Democrat David Gill ""would end Medicare.",0.0,politics,politifact,
"A ""face mask exempt card"" allows you to cite the ADA and not wear a mask.",1.0,politics,politifact,
"Video shows boxes of books removed from a middle school library that were ""banned by the DeSantis regime in Florida.",1.0,politics,politifact,
"Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller's fate.",0.0,politics,politifact,
"Walmart is ""kidnapping kids"" and selling them, and this can be proven by searching ""girls shoes $5,000"" on Walmart.com.",0.0,politics,politifact,
"The COVID-19 vaccine is the ""deadliest vaccine ever made.",0.0,politics,politifact,
"There was ""some sort of informal commitment to build a (psychiatric) building in downtown Cleveland.",1.0,politics,politifact,
"Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.",0.0,politics,politifact,
"White House staff compiled a number of gorilla documentaries into a makeshift gorilla channel"" for President Donald Trump.",0.0,politics,politifact,
"Says George H.W. Bush once said ""If the American People ever find out what we have done, they will chase us down the street and lynch us.",0.0,politics,politifact,
Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.,1.0,politics,politifact,
"A photo shows Kamala Harris is ""listed as Caucasian on her birth certificate.",1.0,politics,politifact,
"We are now, for the first time ever, energy independent.",1.0,politics,politifact,
"Dr. Herbert Smitherman invented Crest toothpaste, Folgers coffee, Safeguard soap and Bounce fabric softener.",1.0,politics,politifact,
"Says First Lady Melania Trump posted a photo of herself ""yesterday"" and Facebook took it down.",0.0,politics,politifact,
"Video shows U.S. Rep. Doug Collins exploding ""with rage after Pelosi admits dirty 'squad' plan for Trump impeachment.",1.0,politics,politifact,
"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.",1.0,politics,politifact,
"Shinzo Abe was assassinated because he ""didn't mandate vaccines, sent 1.6 million doses back and gave citizens ivermectin.",1.0,politics,politifact,
"Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.",0.0,politics,politifact,
"Under the Iran nuclear deal, ""we give them $150 billion, we get nothing.",1.0,politics,politifact,
Do you know that we have pipes carrying natural gas in this country that are made of wood? I'm not joking.,1.0,politics,politifact,
"Legendary actor Kirk Douglas dead, 4 days before his 101st birthday.",0.0,politics,politifact,
"The sequester has ""already lost 1.6 million jobs.",1.0,politics,politifact,
Every single candidate President Obama campaigned for lost in the midterms.,1.0,politics,politifact,
"Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!",1.0,politics,politifact,
Actress Emma Stone: 'For the first time in history we have a president that…,0.0,politics,politifact,
"Sen. Kirsten Gillibrand ""no longer supports the fight to combat the international delegitimization of Israel.",1.0,politics,politifact,
Reporters rehearse questions with White House press (secretary).,0.0,politics,politifact,
John F. Kennedy Jr. is alive and the author of anonymous QAnon messages.,0.0,politics,politifact,
"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding.",1.0,politics,politifact,
Clarence Thomas's wife was one of the organizers of Jan 6th,1.0,politics,politifact,
"Says Hillary Clinton is proposing ""destroying Medicare for seniors.",1.0,politics,politifact,
"Says photos show Barack Obama, Hillary Clinton and Condoleezza Rice posing with Osama bin Laden.",0.0,politics,politifact,
"Photos from Sept. 11, 2001, show that ""Donald Trump joined America's heroes and carried victims over his shoulders down the steps of the burning World Trade Center. Obama spent the whole day sitting in the Oval Office with his feet on the desk watching basketball.",0.0,politics,politifact,
"Says Marshall Tuck ""is backed by Donald Trump's education advisor"" pictured as Betsy DeVos.",1.0,politics,politifact,
Coolmath Games is being taken down cause it was run by the Mexican drug cartel?,1.0,politics,politifact,
Video shows cattle killed by COVID-19 vaccines.,1.0,politics,politifact,
State employees will have to pay 100 percent of their pensions and health insurance after 2012.,1.0,politics,politifact,
"Says Dr. Anthony Fauci's wife is the NIH official ""who rubber stamps exceptions to normal drug and vaccine testing.",1.0,politics,politifact,
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,1.0,politics,politifact,
"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",1.0,politics,politifact,
"Says Michele Bachmann said on Fox News, ""This country could use a president like Benjamin Franklin again.",0.0,politics,politifact,
"Says the California flag was supposed to be a pear, not a bear.",0.0,politics,politifact,
"Say Joe Biden told a crowd in Florida, ""Hello Minnesota!",0.0,politics,politifact,
"A new bill ""was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.",1.0,politics,politifact,
Biden smirks while saying he has added more to the debt than any president before him.,1.0,politics,politifact,
